id,added,manager,contragent,task,confirmed,master,done,canceled,userc,more,status,location
353,18.04.2023 17:12,5195792294,205529921,"Филиал Чиланзар Заправка картриджей 7 шт 
сетевой фильтр 1,5 -2шт
мышка беспров-5 ( можно и проводную если нет -3шт)
901091009Улугбек ака",20.04.2023 08:09,596759592,20.04.2023 10:18,,,,3,
354,18.04.2023 17:18,5195792294,305105101,C3125i и 2 принтера mf-443dw,19.04.2023 08:14,563934644,19.04.2023 17:13,,,,3,
355,19.04.2023 07:08,821636275,202099756,"Заказчик: Korzinka - Qorasaroy
Номер заявки: 000000050856
Вид заявки: Заправка принтера*
Телефон инициатора: 998409185
Инициатор: Фаёзов Шерзод
Тема заявки: Заправка принтера
Задача (сокр): Заправка принтера",19.04.2023 07:09,5057169611,19.04.2023 09:31,,,,3,
356,19.04.2023 07:09,821636275,202099756,"Заказчик: Korzinka - Fayzobod
Номер заявки: 000000050859
Вид заявки: Заправка принтера*
Телефон инициатора: 935630563
Инициатор: Фаррух
Тема заявки: Нужно заправить принтер
Задача (сокр): Принтер плохо печатает нужно заменить вал принтера и нужно заправить принтер в комнате зав мага",19.04.2023 07:11,821636275,19.04.2023 10:50,,,,3,
357,19.04.2023 08:10,821636275,202099756,"Заказчик: Korzinka - Qoyliq Markaz
Номер заявки: 000000050868
Вид заявки: Заправка принтера*
Телефон инициатора: 996086106
Инициатор: Фазлиддин
Тема заявки: Заправка принтера
Задача (сокр): Заправка принтера",19.04.2023 08:11,821636275,19.04.2023 10:08,,,,3,
358,19.04.2023 09:28,821636275,202099756,"Заказчик: Korzinka - Sergeli 4-bekat
Номер заявки: 000000050872
Вид заявки: Заправка принтера*
Телефон инициатора: 998483908
Инициатор: Шокир
Тема заявки: Проблема с принтером
Задача (сокр): Проблема с принтером",19.04.2023 09:29,5057169611,19.04.2023 11:16,,,,3,
359,19.04.2023 09:33,5195792294,306700889,"canon 113-1
 hpm28-2

 Ахмедова Шаира дополнил(а) заявку...
заявка должна выполниться до обеда !!!",19.04.2023 11:46,596759592,19.04.2023 11:46,,,,3,
360,19.04.2023 09:35,5195792294,202990646,Забрать принтер на ремонт,26.04.2023 16:17,301781583,26.04.2023 16:18,,,,3,
361,19.04.2023 10:42,5195792294,207240048,"505-3
057- 7
226 - 3
Цветные картриджи 4шт на заправку (черный, розовый, жёлтый,синий)",25.04.2023 10:49,685927410,25.04.2023 10:49,,,,3,
362,19.04.2023 10:47,5195792294,302112254,Epson 3150 замена памперса,19.04.2023 18:34,432066117,26.04.2023 09:24,,,,3,
363,19.04.2023 10:50,5195792294,300071434,Отвезти принтер после ремонта,26.04.2023 13:46,301781583,26.04.2023 13:47,,,,3,
364,19.04.2023 11:56,5195792294,305013042,Замена подачи ролика для бумаги для принтера Epson L14150,20.04.2023 10:01,432066117,26.04.2023 09:24,,,,3,
365,19.04.2023 12:17,685927410,203092679,Гудит ПК,20.04.2023 09:02,685927410,25.04.2023 10:17,,,,3,
366,19.04.2023 12:28,821636275,202099756,"Заказчик: РЦ Ханабад
Номер заявки: 000000050882
Вид заявки: Заправка принтера*
Телефон инициатора: 901383949
Инициатор: Достон
Тема заявки: Заправка принтера
Задача (сокр): Заправка принтера катридж надо заправить 6 шт",19.04.2023 12:28,821636275,19.04.2023 16:27,,,,3,
367,19.04.2023 13:10,5195792294,205549984,"Замена ЕК
057 - 3
737 - 8
226 - 6",25.04.2023 10:17,685927410,25.04.2023 10:18,,,,3,
368,19.04.2023 13:14,5195792294,306799489,"Самарканд Дарвоза
hp 607 жует бумагу
914993738 Мирзо",20.04.2023 08:57,563934644,25.04.2023 16:12,,,,3,
369,19.04.2023 13:17,5195792294,306799489,"Юнус абад
canon 325
canon 633
998203553 Умид",20.04.2023 08:57,563934644,25.04.2023 16:12,,,,3,
370,19.04.2023 13:46,5195792294,202990646,"Забрать принтер на ремонт
просят при себе иметь копию паспорта",26.04.2023 13:46,301781583,26.04.2023 13:47,,,,3,
371,19.04.2023 13:52,5195792294,201589202,Проблема с ПК,20.04.2023 09:02,685927410,20.04.2023 11:06,,,,3,
372,19.04.2023 15:40,821636275,202099756,"Заказчик: Korzinka - Globus
Номер заявки: 000000050894
Вид заявки: Заправка принтера*
Телефон инициатора: 884980848
Инициатор: Достон
Тема заявки: Принтер
Задача (сокр): Заправка Принтера",19.04.2023 15:43,5057169611,19.04.2023 17:50,,,,3,
373,20.04.2023 08:08,821636275,202099756,"Заказчик: Korzinka - Markaz-6
Номер заявки: 000000050903
Вид заявки: Заправка принтера*
Телефон инициатора: 909696353
Инициатор: Рифат
Тема заявки: Нужно заправить принтер
Задача (сокр): Нужно заправить принтер",25.04.2023 09:08,821636275,25.04.2023 09:09,,,"Мастер Ким Александр принял заявку 20.04.2023 10:30.
 25.04.2023 09:08отказался от выполнения",3,
374,20.04.2023 08:09,821636275,202099756,"Заказчик: Korzinka - Azimova
Номер заявки: 000000050906
Вид заявки: Заправка принтера*
Телефон инициатора: 903310229
Инициатор: Зав.склад Тошов Ж
Тема заявки: Заправка картриджа
Задача (сокр): Принтер плохо печатает",20.04.2023 08:09,821636275,20.04.2023 10:31,,,,3,
375,20.04.2023 08:42,821636275,202099756,"Заказчик: Korzinka - Yunusobod
Номер заявки: 000000050911
Вид заявки: Заправка принтера*
Телефон инициатора: 337005054
Инициатор: Азийма
Тема заявки: не работает принтер А3
Задача (сокр): Здравствуйте
не работает принтер А3( на команду печать не реагирует. Просим обеспечить явку специалиста",20.04.2023 10:28,821636275,20.04.2023 10:29,,,,3,
376,20.04.2023 09:31,5195792294,207162739,Нам нужно сделать лицензию на МС офис на двух компьютерах,25.04.2023 10:17,685927410,25.04.2023 10:40,,,,3,
377,20.04.2023 09:42,5195792294,302913673,"hp 521 10шт. + запчасти
не забудьте про ракелы от hp 521

 Ахмедова Шаира дополнил(а) заявку...
hp 521 10шт. + запчасти
hp 1102 2шт.
не забудьте про ракелы от hp 521",20.04.2023 10:01,432066117,26.04.2023 14:21,,,,3,
378,20.04.2023 09:55,5195792294,306799489,"Караташ Медиапарк
canon 633 
+998937334227 Шахзода",25.04.2023 09:30,563934644,25.04.2023 16:12,,,,3,
379,20.04.2023 10:32,5195792294,300123993,canon 421-3,25.04.2023 18:39,596759592,25.04.2023 18:57,,,,3,
380,20.04.2023 10:35,821636275,202099756,"Заказчик: Отдел Red Tag
Номер заявки: 000000050920
Вид заявки: Заправка принтера REDTAG*
Телефон инициатора: 909040955
Инициатор: Курбанова З.А.
Тема заявки: заправка Canon-445
Задача (сокр): заправка Canon-445",20.04.2023 10:37,5057169611,25.04.2023 09:14,,,,3,
381,20.04.2023 11:21,821636275,202099756,"Заказчик: Korzinka - Sebzor
Номер заявки: 000000050928
Вид заявки: Заправка принтера*
Телефон инициатора: 984443375
Инициатор: Кучкаров Р
Тема заявки: Замена кардрижа
Задача (сокр): Нужно заправить один кардриж и заменить один кардриж завсклада.",20.04.2023 11:49,5057169611,25.04.2023 09:14,,,,3,
382,20.04.2023 12:24,821636275,202099756,"Заказчик: Korzinka - Next
Номер заявки: 000000050933
Вид заявки: Заправка принтера*
Телефон инициатора: 994855152
Инициатор: Дилноза
Тема заявки: Заправка принтера
Задача (сокр): Заправка принтера",20.04.2023 12:24,821636275,25.04.2023 09:07,,,,3,
383,25.04.2023 09:09,821636275,202099756,"Заказчик: Korzinka - Qoyliq
Номер заявки: 000000051044
Вид заявки: Заправка принтера*
Телефон инициатора: 935401900
Инициатор: FAHRIDDIN
Тема заявки: Заправка принтера
Задача (сокр): Заправка принтера срочна",25.04.2023 09:10,821636275,25.04.2023 11:51,,,,3,
384,25.04.2023 09:25,1669785252,123456,"Тестовая заявка

 Ким Сергей дополнил(а) заявку...
123",25.04.2023 10:28,1669785252,25.04.2023 10:28,,,,3,
385,25.04.2023 14:16,821636275,202099756,"Заказчик: Korzinka - Salom
Номер заявки: 000000051076
Вид заявки: Заправка принтера*
Телефон инициатора: 900062700
Инициатор: Шухрат
Тема заявки: Заправка принтера*
Задача (сокр): Заправка принтера*",25.04.2023 14:44,5057169611,25.04.2023 16:49,,,,3,
386,25.04.2023 14:36,821636275,202099756,"Заказчик: Korzinka - Abay
Номер заявки: 000000051077
Вид заявки: Заправка принтера*
Телефон инициатора: 995212026
Инициатор: Наргиза
Тема заявки: не печатает принтер
Задача (сокр): Здравствуйте
Не можем распечатать документ через принтер в кабинете завсклада",25.04.2023 17:50,596759592,25.04.2023 18:57,,,,3,
387,25.04.2023 16:03,821636275,202099756,"Заказчик: Korzinka - Qorasuv
Номер заявки: 000000051083
Вид заявки: Заправка принтера*
Телефон инициатора: 935507213
Инициатор: Гулноза
Тема заявки:  Принтер не работает
Задача (сокр):  Ассалому алейкум! Зав маг хонасидаги принтерда А3 формат печат килмаяпти!",25.04.2023 16:03,821636275,25.04.2023 17:49,,,,3,
388,25.04.2023 21:28,5195792294,309434394,"Саnon 3010 плохо печатает

 Собитов Рахматилла дополнил(а) заявку...
.",25.04.2023 23:42,563934644,26.04.2023 11:53,,,,3,
389,25.04.2023 21:29,5195792294,308411202,Проблема  соединением Пк с Epson l3150,25.04.2023 23:42,563934644,26.04.2023 11:53,,,,3,
